url,bookTitle,bookImage,bookAuthors,bookDesc,bookRating,ratingCount,reviewCount,bookPages,bookGenres,bookISBN,recommendations
https://www.goodreads.com/book/show/16102004-beautiful-bastard,Beautiful Bastard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362258921l/16102004.jpg,Christina Lauren,"An ambitious intern. A perfectionist executive. And a whole lot of name calling.Whip-smart, hardworking, and on her way to an MBA, Chloe Mills has only one problem: her boss, Bennett Ryan. He's exacting, blunt, inconsiderate—and completely irresistible. A Beautiful Bastard.Bennett has returned to Chicago from France to take a vital role in his family's massive media business. He never expected that the assistant who'd been helping him from abroad was the gorgeous, innocently provocative—completely infuriating—creature he now has to see every day. Despite the rumors, he's never been one for a workplace hookup. But Chloe's so tempting he's willing to bend the rules—or outright smash them—if it means he can have her. All over the office. As their appetites for one another increase to a breaking point, Bennett and Chloe must decide exactly what they're willing to lose in order to win each other. Originally only available online as The Office by tby789 — and garnering over 2 million reads on fanfiction sites — Beautiful Bastard has been extensively updated for re-release.",4.0,161545,9399,272 pages,"Romance/2,814|Contemporary/828|Romance-Contemporary Romance/695|Adult Fiction-Erotica/678|Adult/528|New Adult/489|Romance-Erotic Romance/233|Womens Fiction-Chick Lit/202|Fiction/191|Humor/164",9781476730103.0,"['Wallbanger (Cocktail, #1)|https://www.goodreads.com/book/show/15858248-wallbanger', 'Bared to You (Crossfire, #1)|https://www.goodreads.com/book/show/20448515-bared-to-you', 'Tangled (Tangled, #1)|https://www.goodreads.com/book/show/18297707-tangled', 'On Dublin Street (On Dublin Street, #1)|https://www.goodreads.com/book/show/15760001-on-dublin-street', 'Reflected in You (Crossfire, #2)|https://www.goodreads.com/book/show/14622962-reflected-in-you', 'The Deal (Off-Campus, #1)|https://www.goodreads.com/book/show/24920901-the-deal', 'Bossman|https://www.goodreads.com/book/show/31140847-bossman', 'This Man (This Man, #1)|https://www.goodreads.com/book/show/16140036-this-man', 'Beautiful Disaster (Beautiful, #1)|https://www.goodreads.com/book/show/11505797-beautiful-disaster', ""Gabriel's Inferno (Gabriel's Inferno, #1)|https://www.goodreads.com/book/show/10140661-gabriel-s-inferno"", 'Bully (Fall Away, #1)|https://www.goodreads.com/book/show/20803953-bully', 'Entwined with You (Crossfire, #3)|https://www.goodreads.com/book/show/15731779-entwined-with-you', 'The Stopover (The Miles High Club, #1)|https://www.goodreads.com/book/show/45156972-the-stopover', 'Release Me (Stark Trilogy, #1)|https://www.goodreads.com/book/show/15799166-release-me', 'Vicious (Sinners of Saint, #1)|https://www.goodreads.com/book/show/30839185-vicious', 'Fallen Too Far (Rosemary Beach, #1; Too Far, #1)|https://www.goodreads.com/book/show/16070903-fallen-too-far', 'Real (Real, #1)|https://www.goodreads.com/book/show/17617277-real', 'Fixed on You (Fixed, #1)|https://www.goodreads.com/book/show/17828418-fixed-on-you']"
https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran,Reading Lolita in Tehran: A Memoir in Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397751318l/7603.jpg,Azar Nafisi,"Every Thursday morning for two years in the Islamic Republic of Iran, a bold and inspired teacher named Azar Nafisi secretly gathered seven of her most committed female students to read forbidden Western classics. As Islamic morality squads staged arbitrary raids in Tehran, fundamentalists seized hold of the universities, and a blind censor stifled artistic expression, the girls in Azar Nafisi's living room risked removing their veils and immersed themselves in the worlds of Jane Austen, F. Scott Fitzgerald, Henry James, and Vladimir Nabokov. In this extraordinary memoir, their stories become intertwined with the ones they are reading. Reading Lolita in Tehran is a remarkable exploration of resilience in the face of tyranny and a celebration of the liberating power of literature.",3.62,126434,7838,356 pages,"Nonfiction/2,742|Autobiography-Memoir/1,470|Biography/512|Cultural-Iran/423|Writing-Books About Books/373|Feminism/323|History/249|Biography Memoir/247|Womens/172|Book Club/140",9780812971064.0,"['Three Cups of Tea|https://www.goodreads.com/book/show/3788053-three-cups-of-tea', ""Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time|https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea"", 'Tooth for Tooth (Talion #2)|https://www.goodreads.com/book/show/52117056-tooth-for-tooth', 'Lipstick Jihad: A Memoir of Growing up Iranian in America and American in Iran|https://www.goodreads.com/book/show/54859.Lipstick_Jihad', 'Lolita|https://www.goodreads.com/book/show/7604.Lolita', 'Infidel|https://www.goodreads.com/book/show/81227.Infidel', 'Borgo Sud|https://www.goodreads.com/book/show/55814341-borgo-sud', 'Stai zitta|https://www.goodreads.com/book/show/57285405-stai-zitta', 'Daisy Miller|https://www.goodreads.com/book/show/16204.Daisy_Miller', 'Running with Scissors|https://www.goodreads.com/book/show/242006.Running_with_Scissors', 'The Midnight Wife|https://www.goodreads.com/book/show/49652592-the-midnight-wife', 'Of the Flame, Poems - Volume 15|https://www.goodreads.com/book/show/31193687-of-the-flame-poems---volume-15', 'A Long Way Gone: Memoirs of a Boy Soldier|https://www.goodreads.com/book/show/43015.A_Long_Way_Gone', 'The Year of Magical Thinking|https://www.goodreads.com/book/show/7815.The_Year_of_Magical_Thinking', ""Let's Talk: ...About Making Your Life Exciting, Easier, And Exceptional|https://www.goodreads.com/book/show/55353973-let-s-talk"", 'Febbre|https://www.goodreads.com/book/show/45730454-febbre', 'Sembrava bellezza|https://www.goodreads.com/book/show/56398650-sembrava-bellezza', 'Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love|https://www.goodreads.com/book/show/43483262-love-is-the-answer-god-is-the-cure']"
https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,The Heart Is a Lonely Hunter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385265834l/37380.jpg,Carson McCullers,"Carson McCullers’ prodigious first novel was published to instant acclaim when she was just twenty-three. Set in a small town in the middle of the deep South, it is the story of John Singer, a lonely deaf-mute, and a disparate group of people who are drawn towards his kind, sympathetic nature. The owner of the café where Singer eats every day, a young girl desperate to grow up, an angry drunkard, a frustrated black doctor: each pours their heart out to Singer, their silent confidant, and he in turn changes their disenchanted lives in ways they could never imagine.",3.98,95687,6657,359 pages,"Fiction/2,621|Classics/1,924|Literature/275|Novels/249|American-Southern/216|Literature-American/212|Literary Fiction/182|Historical-Historical Fiction/177|Gothic-Southern Gothic/170|Young Adult-Coming Of Age/115",9780618084746.0,"['My Autobiography of Carson McCullers|https://www.goodreads.com/book/show/41817577-my-autobiography-of-carson-mccullers', 'The Speed of Light|https://www.goodreads.com/book/show/105542.The_Speed_of_Light', 'Wise Blood|https://www.goodreads.com/book/show/48467.Wise_Blood', 'The Lonely Hunter: A Biography of Carson McCullers|https://www.goodreads.com/book/show/45787.The_Lonely_Hunter', 'Primavera con una esquina rota|https://www.goodreads.com/book/show/67196.Primavera_con_una_esquina_rota', 'A Good Man is Hard to Find and Other Stories|https://www.goodreads.com/book/show/48464.A_Good_Man_is_Hard_to_Find_and_Other_Stories', 'As I Lay Dying|https://www.goodreads.com/book/show/77013.As_I_Lay_Dying', 'Light in August|https://www.goodreads.com/book/show/10979.Light_in_August', 'The Sound and the Fury|https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury', 'The Violent Bear It Away|https://www.goodreads.com/book/show/48468.The_Violent_Bear_It_Away', 'To Live Here, You Have to Fight: How Women Led Appalachian Movements for Social Justice|https://www.goodreads.com/book/show/39808898-to-live-here-you-have-to-fight', ""Dear Sisters: Dispatches from the Women's Liberation Movement|https://www.goodreads.com/book/show/374586.Dear_Sisters"", 'Women in Twentieth-Century Africa|https://www.goodreads.com/book/show/28126227-women-in-twentieth-century-africa', 'Professing Selves: Transsexuality and Same-Sex Desire in Contemporary Iran|https://www.goodreads.com/book/show/17623544-professing-selves', 'Eslanda: The Large and Unconventional Life of Mrs. Paul Robeson|https://www.goodreads.com/book/show/13593955-eslanda', 'Beloved (Beloved Trilogy, #1)|https://www.goodreads.com/book/show/6149.Beloved', 'Invisible Man|https://www.goodreads.com/book/show/16981.Invisible_Man', 'Klara and the Sun|https://www.goodreads.com/book/show/54120408-klara-and-the-sun']"
https://www.goodreads.com/book/show/44416211-the-candidate-and-other-stories,The Candidate and other stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552406915l/44416211._SY475_.jpg,Samuel R. George,"Meet Professor Alfred Jules Ayer, a famous philosopher noted for his atheism, his disdain of all things metaphysical, and his reverence for logic, in “The Candidate.” After suffering a heart attack, he finds himself in the Greek Underworld. He never expected an afterlife, and the fabled abode is nothing like the fable, which never mentioned a salmon with human arms and legs, or a flying saucer captained by lizard man.In “Harold,” you’ll meet a homunculus who is certain he is a one of a kind, a freak of nature. Imagine his surprise when he discovers an island populated by thousands of his kind. There he finds adventure, love, and danger. He must face thugs his size, sinister large people, a dangerous house cat, and a plethora of perplexing situations.Irresolute poets find their plush postmortem refuge is anything but when it soon becomes a type of Hell in “Between Life and Oblivion.”Discover the true story of Helen, the famous face that launched a thousand ships, in the tale “A More Likely Odyssey.”Within these pages you’ll be taken on journeys beyond imagining. You’ll meet characters and explore familiar worlds through different eyes. Look beyond the hedge…",4.35,893,14,192 pages,Contemporary/22|Book Club/20|Drama/16|Epic/10|Fiction/9|Novels/7|Fantasy/2,,"['The Octunnumi Fosbit Files Prologue|https://www.goodreads.com/book/show/52233178-the-octunnumi-fosbit-files-prologue', 'The Shadow Girl|https://www.goodreads.com/book/show/44274121-the-shadow-girl', 'Mistress Suffragette|https://www.goodreads.com/book/show/34521870-mistress-suffragette', 'Matching Configurations (Quantum Roots, #3)|https://www.goodreads.com/book/show/44790978-matching-configurations', 'Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose|https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief', 'Worm Holes (Quantum Roots, #2)|https://www.goodreads.com/book/show/34384161-worm-holes', 'The Ways of Autumn|https://www.goodreads.com/book/show/34927038-the-ways-of-autumn', 'Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life|https://www.goodreads.com/book/show/45043077-dancing-with-the-field', 'Alexander Crowley - A New King in Town|https://www.goodreads.com/book/show/38822883-alexander-crowley---a-new-king-in-town', 'Quantum Roots (Quantum Roots, #1)|https://www.goodreads.com/book/show/18334354-quantum-roots', 'Brownout - 666: or the Real Meaning of the Swastika|https://www.goodreads.com/book/show/42849823-brownout---666', 'The Awakening: Fate in Motion|https://www.goodreads.com/book/show/41423092-the-awakening', 'Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood|https://www.goodreads.com/book/show/28009303-dodging-satan', 'Brainwalker|https://www.goodreads.com/book/show/30346601-brainwalker', 'The Ultimate Religion|https://www.goodreads.com/book/show/52580991-the-ultimate-religion', 'Unblinded: One Man’s Courageous Journey through Darkness to Sight|https://www.goodreads.com/book/show/36590307-unblinded', 'Chasing the Red Queen|https://www.goodreads.com/book/show/38343303-chasing-the-red-queen', 'Dyed Souls|https://www.goodreads.com/book/show/38451700-dyed-souls']"
https://www.goodreads.com/book/show/704043.Kiss_of_Midnight,Kiss of Midnight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884885l/704043.jpg,Lara Adrian,"He watches her from across the crowded dance club, a sensual black-haired stranger who stirs Gabrielle Maxwell’s deepest fantasies. But nothing about this night—or this man—is what it seems. For when Gabrielle witnesses a murder outside the club, reality shifts into something dark and deadly. In that shattering instant she is thrust into a realm she never knew existed—a realm where vampires stalk the shadows and a blood war is set to ignite.Lucan Thorne despises the violence carried out by his lawless brethren. A vampire himself, Lucan is a Breed warrior, sworn to protect his kind—and the unwitting humans existing alongside them—from the mounting threat of the Rogues. Lucan cannot risk binding himself to a mortal woman, but when Gabrielle is targeted by his enemies, he has no choice but to bring her into the dark underworld he commands.Here, in the arms of the Breed’s formidable leader, Gabrielle will confront an extraordinary destiny of danger, seduction, and the darkest pleasures of all. . . .",3.92,62723,2948,402 pages,"Romance-Paranormal Romance/1,312|Fantasy-Paranormal/1,270|Paranormal-Vampires/1,171|Romance/972|Fantasy/453|Fantasy-Urban Fantasy/256|Adult/192|Fiction/135|Fantasy-Supernatural/94|Adult Fiction-Erotica/88",9780553589375.0,"['The Darkest Night (Lords of the Underworld, #1)|https://www.goodreads.com/book/show/476543.The_Darkest_Night', 'Pleasure Unbound (Demonica, #1)|https://www.goodreads.com/book/show/2679633-pleasure-unbound', 'A Hunger Like No Other (Immortals After Dark, #1)|https://www.goodreads.com/book/show/14384.A_Hunger_Like_No_Other', 'Night Pleasures (Dark-Hunter, #1)|https://www.goodreads.com/book/show/6944032-night-pleasures', 'Dark Lover (Black Dagger Brotherhood, #1)|https://www.goodreads.com/book/show/42899.Dark_Lover', 'Fantasy Lover (Hunter Legends, #1)|https://www.goodreads.com/book/show/84136.Fantasy_Lover', 'Dark Prince (Dark, #1)|https://www.goodreads.com/book/show/28866.Dark_Prince', 'Once Burned (Night Prince, #1)|https://www.goodreads.com/book/show/7039218-once-burned', 'Dragon Bound (Elder Races, #1)|https://www.goodreads.com/book/show/9637479-dragon-bound', 'Lover Awakened (Black Dagger Brotherhood, #3)|https://www.goodreads.com/book/show/42900.Lover_Awakened', 'First Drop of Crimson (Night Huntress World, #1)|https://www.goodreads.com/book/show/6547187-first-drop-of-crimson', 'Lover Eternal (Black Dagger Brotherhood, #2)|https://www.goodreads.com/book/show/35729.Lover_Eternal', 'Jacob (Nightwalkers, #1)|https://www.goodreads.com/book/show/111306.Jacob', ""Angels' Blood (Guild Hunter, #1)|https://www.goodreads.com/book/show/3819326-angels-blood"", 'Slave to Sensation (Psy-Changeling, #1)|https://www.goodreads.com/book/show/178476.Slave_to_Sensation', 'When Darkness Comes (Guardians of Eternity, #1)|https://www.goodreads.com/book/show/72286.When_Darkness_Comes', 'Halfway to the Grave (Night Huntress, #1)|https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave', 'The Darkest Kiss (Lords of the Underworld, #2)|https://www.goodreads.com/book/show/2498983.The_Darkest_Kiss']"
https://www.goodreads.com/book/show/11607446-the-wishing-spell,The Wishing Spell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326920505l/11607446.jpg,"Chris Colfer,Brandon Dorman","Alex and Conner Bailey's world is about to change, in this fast-paced adventure that uniquely combines our modern day world with the enchanting realm of classic fairy tales.The Land of Stories tells the tale of twins Alex and Conner. Through the mysterious powers of a cherished book of stories, they leave their world behind and find themselves in a foreign land full of wonder and magic where they come face-to-face with the fairy tale characters they grew up reading about.But after a series of encounters with witches, wolves, goblins, and trolls alike, getting back home is going to be harder than they thought.",4.24,105929,8879,438 pages,"Fantasy/2,156|Childrens-Middle Grade/814|Childrens/380|Fiction/351|Young Adult/319|Fantasy-Fairy Tales/295|Adventure/259|Audiobook/163|Fantasy-Magic/153|Retellings/135",9780316201575.0,"['The Land of Stories Collection 4 Book Set (The Land of Stories, #1-4)|https://www.goodreads.com/book/show/35820371-the-land-of-stories-collection-4-book-set', 'Keeper of the Lost Cities (Keeper of the Lost Cities, #1)|https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities', 'The School for Good and Evil (The School for Good and Evil, #1)|https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil', 'The Dragonet Prophecy (Wings of Fire, #1)|https://www.goodreads.com/book/show/13228487-the-dragonet-prophecy', 'The Unwanteds (Unwanteds, #1)|https://www.goodreads.com/book/show/9917879-the-unwanteds', 'Story Thieves (Story Thieves, #1)|https://www.goodreads.com/book/show/22546584-story-thieves', ""Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1)|https://www.goodreads.com/book/show/16054808-escape-from-mr-lemoncello-s-library"", 'Exile (Keeper of the Lost Cities, #2)|https://www.goodreads.com/book/show/13260670-exile', 'Everblaze (Keeper of the Lost Cities, #3)|https://www.goodreads.com/book/show/13260668-everblaze', 'Lodestar (Keeper of the Lost Cities, #5)|https://www.goodreads.com/book/show/27272698-lodestar', 'Quests for Glory (The School for Good and Evil: The Camelot Years, #1)|https://www.goodreads.com/book/show/31212082-quests-for-glory', 'Neverseen (Keeper of the Lost Cities, #4)|https://www.goodreads.com/book/show/22733616-neverseen', 'The Candymakers (The Candymakers, #1)|https://www.goodreads.com/book/show/8112318-the-candymakers', 'Nightfall (Keeper of the Lost Cities, #6)|https://www.goodreads.com/book/show/32762917-nightfall', 'The Last Ever After (The School for Good and Evil, #3)|https://www.goodreads.com/book/show/18004320-the-last-ever-after', 'Flashback (Keeper of the Lost Cities, #7)|https://www.goodreads.com/book/show/32762937-flashback', 'A World Without Princes (The School for Good and Evil, #2)|https://www.goodreads.com/book/show/18172465-a-world-without-princes', 'Unlocked (Keeper of the Lost Cities, #8.5)|https://www.goodreads.com/book/show/51481198-unlocked']"
https://www.goodreads.com/book/show/23734628-carry-on,Carry On,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514812545l/23734628.jpg,"Rainbow Rowell,Jim Tierney","Simon Snow is the worst chosen one who’s ever been chosen.That’s what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he’s probably right.Half the time, Simon can’t even make his wand work, and the other half, he sets something on fire. His mentor’s avoiding him, his girlfriend broke up with him, and there’s a magic-eating monster running around wearing Simon’s face. Baz would be having a field day with all this, if he were here—it’s their last year at the Watford School of Magicks, and Simon’s infuriating nemesis didn’t even bother to show up.Carry On is a ghost story, a love story, a mystery and a melodrama. It has just as much kissing and talking as you’d expect from a Rainbow Rowell story—but far, far more monsters.",4.21,233183,29151,522 pages,"Fantasy/8,260|Young Adult/4,958|LGBT/2,892|Romance/2,554|Fiction/1,306|Fantasy-Magic/800|GLBT-Queer/695|Paranormal-Vampires/567|Audiobook/527|Young Adult-Young Adult Fantasy/520",9781250049551.0,"['Crossroads and the Dominion of Four|https://www.goodreads.com/book/show/36954958-crossroads-and-the-dominion-of-four', 'Found (House of Night Other World, #4)|https://www.goodreads.com/book/show/50980732-found', 'Hawk|https://www.goodreads.com/book/show/48717405-hawk', 'Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)|https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe', 'The Sound of Stars|https://www.goodreads.com/book/show/42185079-the-sound-of-stars', 'Red, White & Royal Blue|https://www.goodreads.com/book/show/41150487-red-white-royal-blue', 'Havenfall (Havenfall #1)|https://www.goodreads.com/book/show/44281011-havenfall', 'Life and Death: Twilight Reimagined (The Twilight Saga)|https://www.goodreads.com/book/show/31706920-life-and-death', 'Supernatural Academy: Year Two (Supernatural Academy, #2)|https://www.goodreads.com/book/show/51813722-supernatural-academy', 'Simon vs. the Homo Sapiens Agenda (Simonverse, #1)|https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda', ""The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)|https://www.goodreads.com/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue"", 'Heartstopper: Volume One (Heartstopper, #1)|https://www.goodreads.com/book/show/40495957-heartstopper', 'Rage and Ruin (The Harbinger, #2)|https://www.goodreads.com/book/show/51852191-rage-and-ruin', 'Heartstopper: Volume Two (Heartstopper, #2)|https://www.goodreads.com/book/show/43307358-heartstopper', 'The Foxhole Court (All for the Game, #1)|https://www.goodreads.com/book/show/17259690-the-foxhole-court', 'The Iron King (The Iron Fey, #1)|https://www.goodreads.com/book/show/6644117-the-iron-king', 'The Raven King (All for the Game, #2)|https://www.goodreads.com/book/show/18187013-the-raven-king', ""The King's Men (All for the Game, #3)|https://www.goodreads.com/book/show/23594461-the-king-s-men""]"
https://www.goodreads.com/book/show/83143.Tatiana_and_Alexander,Tatiana and Alexander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390089221l/83143.jpg,Paullina Simons,"Tatiana is eighteen years old, pregnant, and widowed when she escapes war-torn Leningrad to find a new life in America. But the ghosts of her past do not rest easily. She becomes consumed by the belief that her husband, Red Army officer Alexander Belov, is still alive and needs her desperately.Meanwhile, oceans and continents away in the Soviet Union, Alexander barely escapes execution, and is forced to lead a battalion of soldiers considered expendable by the Soviet high command. Yet Alexander is determined to take his men through the ruins of Europe in one last desperate bid to escape Stalin's death machine and somehow find his way to Tatiana once again.",4.29,36010,2560,559 pages,Historical-Historical Fiction/737|Romance/619|Historical/286|Romance-Historical Romance/248|Fiction/163|Cultural-Russia/127|War/114|Adult/75|War-World War II/65|Love/26,9780007118892.0,"['The Winter Rose (The Tea Rose, #2)|https://www.goodreads.com/book/show/396266.The_Winter_Rose', 'Hazard: Volumul 2 (Hazard, #2)|https://www.goodreads.com/book/show/55203197-hazard', 'Hazard: Volumul 1 (Hazard, #1)|https://www.goodreads.com/book/show/55203160-hazard', 'The Wild Rose (The Tea Rose, #3)|https://www.goodreads.com/book/show/9464746-the-wild-rose', 'The Tea Rose (The Tea Rose, #1)|https://www.goodreads.com/book/show/261331.The_Tea_Rose', 'Cenerentola col pallone: parte uno|https://www.goodreads.com/book/show/56400203-cenerentola-col-pallone', 'Ultimul Crăciun|https://www.goodreads.com/book/show/55877004-ultimul-cr-ciun', 'Găsește puterea să mergi mai departe|https://www.goodreads.com/book/show/55790872-g-se-te-puterea-s-mergi-mai-departe', 'Ajută-mă să-mi amintesc|https://www.goodreads.com/book/show/54062924-ajut--m-s--mi-amintesc', 'Renașterea (Insula delincvenților, #3)|https://www.goodreads.com/book/show/50478843-rena-terea', 'The Envelope Incident (12 Shades of Surrender Series)|https://www.goodreads.com/book/show/15738077-the-envelope-incident', 'Intoarce-te la mine|https://www.goodreads.com/book/show/46220685-intoarce-te-la-mine', 'La Reina Sol (Nf)|https://www.goodreads.com/book/show/52261061-la-reina-sol', 'Iarta-ma ca te-am iubit|https://www.goodreads.com/book/show/51327023-iarta-ma-ca-te-am-iubit', 'Întoarce-te la mine ( volumul 2 )|https://www.goodreads.com/book/show/52815556-ntoarce-te-la-mine', 'Ce a lasat in urma ei|https://www.goodreads.com/book/show/35698689-ce-a-lasat-in-urma-ei']"
https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,Turtles All the Way Down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776l/35504431._SY475_.jpg,"John Green,John Green","It all begins with a fugitive billionaire and the promise of a cash reward. Turtles All the Way Down is about lifelong friendship, the intimacy of an unexpected reunion, Star Wars fan fiction, and tuatara. But at its heart is Aza Holmes, a young woman navigating daily existence within the ever-tightening spiral of her own thoughts.In his long-awaited return, John Green shares Aza's story with shattering, unflinching clarity.",3.94,357761,36529,286 pages,"Young Adult/5,622|Fiction/2,915|Contemporary/2,797|Health-Mental Health/1,162|Romance/738|Audiobook/651|Realistic Fiction/589|Mental Health-Mental Illness/542|Mystery/464|Young Adult-Young Adult Contemporary/303",9780525555360.0,"['All the Bright Places|https://www.goodreads.com/book/show/18460392-all-the-bright-places', 'Everything, Everything|https://www.goodreads.com/book/show/18692431-everything-everything', 'Eleanor & Park|https://www.goodreads.com/book/show/15745753-eleanor-park', 'We Were Liars|https://www.goodreads.com/book/show/16143347-we-were-liars', 'The Perks of Being a Wallflower|https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower', 'The Sun Is Also a Star|https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star', 'Fangirl|https://www.goodreads.com/book/show/16068905-fangirl', 'One of Us Is Lying (One of Us is Lying, #1)|https://www.goodreads.com/book/show/32571395-one-of-us-is-lying', 'They Both Die at the End|https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end', 'Simon vs. the Homo Sapiens Agenda (Simonverse, #1)|https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda', 'Holding Up the Universe|https://www.goodreads.com/book/show/28686840-holding-up-the-universe', 'The Hate U Give (The Hate U Give, #1)|https://www.goodreads.com/book/show/32075671-the-hate-u-give', 'Wonder (Wonder, #1)|https://www.goodreads.com/book/show/11387515-wonder', 'Thirteen Reasons Why|https://www.goodreads.com/book/show/29844228-thirteen-reasons-why', ""To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)|https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before"", 'The Selection (The Selection, #1)|https://www.goodreads.com/book/show/10507293-the-selection', 'Divergent (Divergent, #1)|https://www.goodreads.com/book/show/13335037-divergent', 'Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)|https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe']"
https://www.goodreads.com/book/show/5130.Island,Island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375947541l/5130.jpg,Aldous Huxley,"In Island, his last novel, Huxley transports us to a Pacific island where, for 120 years, an ideal society has flourished. Inevitably, this island of bliss attracts the envy and enmity of the surrounding world. A conspiracy is underway to take over Pala, and events begin to move when an agent of the conspirators, a newspaperman named Faranby, is shipwrecked there. What Faranby doesn't expect is how his time with the people of Pala will revolutionize all his values and—to his amazement—give him hope.",3.83,26686,1653,354 pages,Fiction/992|Classics/417|Science Fiction/296|Philosophy/218|Science Fiction-Dystopia/145|Literature/123|Novels/103|Science Fiction-Utopia/68|Fantasy/50|European Literature-British Literature/46,9780060085490.0,"['We|https://www.goodreads.com/book/show/76171.We', 'Cloud-hidden, Whereabouts Unknown|https://www.goodreads.com/book/show/581525.Cloud_hidden_Whereabouts_Unknown', 'Steppenwolf|https://www.goodreads.com/book/show/16631.Steppenwolf', 'Merchants of Sin|https://www.goodreads.com/book/show/35899224-merchants-of-sin', 'The Great Mother: An Analysis of the Archetype (Bollingen)|https://www.goodreads.com/book/show/1282241.The_Great_Mother', 'Siddhartha|https://www.goodreads.com/book/show/52036.Siddhartha', 'The Dharma Bums|https://www.goodreads.com/book/show/412732.The_Dharma_Bums', 'Sometimes a Great Notion|https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion', 'Ethics and Infinity: Conversations with Philippe Nemo|https://www.goodreads.com/book/show/373330.Ethics_and_Infinity', 'Case Closed|https://www.goodreads.com/book/show/7209934-case-closed', ""The Master Plan: Himmler's Scholars and the Holocaust|https://www.goodreads.com/book/show/257997.The_Master_Plan"", 'Darkness Visible|https://www.goodreads.com/book/show/249043.Darkness_Visible', 'Buddhism: The Religion of No-Religion|https://www.goodreads.com/book/show/60547.Buddhism', 'The Book on the Taboo Against Knowing Who You Are|https://www.goodreads.com/book/show/60551.The_Book_on_the_Taboo_Against_Knowing_Who_You_Are', 'The Plague|https://www.goodreads.com/book/show/11989.The_Plague', 'Myths of Light: Eastern Metaphors of the Eternal (Collected Work)|https://www.goodreads.com/book/show/35514.Myths_of_Light', 'The Wasp Factory|https://www.goodreads.com/book/show/567678.The_Wasp_Factory', 'Suicide Casanova|https://www.goodreads.com/book/show/241896.Suicide_Casanova']"
